"Дата";"Регион";"Смертей за день"
22.10.2021;Белгородская обл.;4
09.10.2021;Архангельская обл.;7
19.03.2022;Владимирская обл.;5
20.10.2021;Вологодская обл.;10
22.11.2021;Владимирская обл.;14
12.03.2022;Коми;10
17.08.2021;Хабаровский край;2
01.03.2022;Камчатский край;4
25.11.2021;Новгородская обл.;6
16.10.2021;Пензенская обл.;25
17.03.2022;Рязанская обл.;10
16.02.2022;Тыва;0
06.04.2022;Самарская обл.;12
16.06.2020;Иркутская обл.;2
03.08.2021;Волгоградская обл.;14
27.10.2021;Новосибирская обл.;11
06.08.2021;Хабаровский край;2
16.04.2022;Башкортостан;2
10.07.2021;Ростовская обл.;21
05.07.2021;Иркутская обл.;29
01.01.2022;Омская обл.;11
06.03.2022;Астраханская обл.;4
29.11.2021;Курская обл.;6
27.11.2021;Тюменская обл.;21
13.07.2021;Забайкальский край;5
25.10.2021;Забайкальский край;2
28.08.2021;Крым;17
19.03.2022;Брянская обл.;8
27.07.2021;Оренбургская обл.;6
23.06.2020;ХМАО – Югра;2
25.06.2020;ХМАО – Югра;0
29.10.2020;Архангельская обл.;1
04.01.2021;Красноярский край;15
06.07.2021;Бурятия;24
01.07.2021;Бурятия;23
15.01.2022;Красноярский край;25
05.12.2021;Забайкальский край;10
21.09.2021;Башкортостан;16
04.06.2020;Нижегородская обл.;6
05.01.2022;Алтайский край;25
28.10.2021;Владимирская обл.;5
16.08.2021;Хабаровский край;2
08.01.2022;Ростовская обл.;17
24.11.2021;Владимирская обл.;9
31.01.2022;Курганская обл.;0
06.07.2021;Свердловская обл.;12
13.12.2020;Пермский край;17
28.11.2021;Тюменская обл.;26
17.03.2022;Белгородская обл.;5
29.07.2021;Волгоградская обл.;14
31.12.2021;Кемеровская обл.;5
19.10.2021;Липецкая обл.;13
15.01.2022;Самарская обл.;18
29.06.2021;Брянская обл.;15
18.09.2021;Башкортостан;17
21.10.2021;Тюменская обл.;15
30.09.2021;Ульяновская обл.;7
07.08.2021;Хабаровский край;4
14.07.2021;Ростовская обл.;24
09.06.2020;Санкт-Петербург;41
25.11.2020;Хабаровский край;2
22.10.2021;Ленинградская обл.;7
24.11.2020;Воронежская обл.;11
03.08.2021;Ставропольский край;9
22.05.2022;Санкт-Петербург;10
30.07.2021;Хабаровский край;3
10.04.2022;Краснодарский край;5
05.01.2022;Красноярский край;34
10.01.2021;Красноярский край;15
08.01.2021;Красноярский край;13
05.01.2021;Красноярский край;15
20.11.2021;Владимирская обл.;7
21.07.2021;Волгоградская обл.;9
12.08.2021;Хабаровский край;0
02.07.2020;Московская обл.;10
15.12.2021;Архангельская обл.;9
27.11.2020;Ростовская обл.;21
17.10.2021;Пензенская обл.;26
25.07.2021;Волгоградская обл.;13
28.07.2021;Волгоградская обл.;13
30.03.2022;Алтайский край;9
04.05.2020;Санкт-Петербург;3
06.11.2020;Красноярский край;8
23.12.2021;Тверская обл.;13
23.01.2022;Кемеровская обл.;8
14.11.2021;Новгородская обл.;0
01.08.2021;Волгоградская обл.;13
21.07.2021;Забайкальский край;6
28.01.2021;Красноярский край;27
15.10.2021;Хабаровский край;4
07.03.2022;Карелия;2
19.01.2022;Приморский край;6
02.08.2021;Ставропольский край;7
01.08.2021;Хабаровский край;3
22.11.2020;Воронежская обл.;10
19.12.2020;Челябинская обл.;8
27.05.2022;Санкт-Петербург;11
04.02.2022;Карачаево-Черкессия;3
16.07.2021;Брянская обл.;8
04.02.2022;Камчатский край;3
31.10.2021;Орловская обл.;7
28.10.2020;Архангельская обл.;0
26.07.2021;Оренбургская обл.;4
26.10.2021;Курская обл.;6
07.06.2020;Нижегородская обл.;5
02.01.2021;Вологодская обл.;0
03.12.2021;Оренбургская обл.;13
09.01.2021;Красноярский край;12
07.01.2021;Красноярский край;12
18.03.2022;Архангельская обл.;0
19.09.2021;Башкортостан;16
06.12.2021;Забайкальский край;8
23.07.2021;Волгоградская обл.;11
09.08.2021;Хабаровский край;3
19.03.2022;Коми;4
14.08.2021;Хабаровский край;2
28.12.2021;Краснодарский край;21
28.11.2021;Владимирская обл.;28
18.08.2021;Хабаровский край;0
20.03.2022;Брянская обл.;8
03.09.2021;Хабаровский край;3
28.08.2021;Хабаровский край;3
16.09.2021;Башкортостан;15
19.01.2022;Волгоградская обл.;17
27.12.2020;Челябинская обл.;9
11.07.2021;Ростовская обл.;20
15.04.2022;Краснодарский край;5
19.12.2021;Вологодская обл.;15
22.01.2022;Карелия;4
17.03.2022;Орловская обл.;2
31.07.2021;Ставропольский край;8
18.03.2022;Удмуртия;8
18.04.2022;Воронежская обл.;2
14.12.2020;Пермский край;20
21.02.2021;Ростовская обл.;20
02.11.2020;Ростовская обл.;11
05.07.2021;Пермский край;12
27.12.2021;Ставропольский край;21
03.07.2021;Крым;8
11.01.2021;Красноярский край;13
14.03.2022;Коми;0
20.10.2021;Тюменская обл.;13
25.12.2021;Волгоградская обл.;21
28.11.2021;Коми;9
29.12.2021;Воронежская обл.;18
20.07.2021;Волгоградская обл.;12
11.12.2020;Пермский край;17
13.08.2021;Хабаровский край;0
16.03.2022;ХМАО – Югра;5
14.10.2021;Брянская обл.;13
27.11.2021;Орловская обл.;8
19.01.2022;Омская обл.;12
15.10.2021;Вологодская обл.;9
25.11.2021;Владимирская обл.;15
26.11.2020;Ростовская обл.;16
02.01.2022;Хабаровский край;5
18.10.2021;Пензенская обл.;24
27.07.2021;Волгоградская обл.;15
24.07.2021;Волгоградская обл.;15
08.03.2022;Карелия;2
27.10.2021;Владимирская обл.;8
17.11.2021;Карелия;2
24.01.2022;Хабаровский край;4
27.01.2022;Калмыкия;1
25.07.2021;Челябинская обл.;13
01.12.2021;Владимирская обл.;23
26.01.2022;Новосибирская обл.;15
30.08.2021;Хабаровский край;3
21.11.2020;Воронежская обл.;14
14.10.2021;Хабаровский край;2
29.11.2021;Тюменская обл.;22
05.03.2022;Астраханская обл.;5
24.11.2020;Хабаровский край;1
14.05.2022;Санкт-Петербург;13
28.07.2021;Ставропольский край;8
23.01.2022;Коми;5
21.03.2022;Брянская обл.;10
19.10.2021;Хабаровский край;3
27.12.2021;Нижегородская обл.;24
12.10.2021;Удмуртия;9
20.02.2021;Ростовская обл.;15
01.06.2020;Нижегородская обл.;6
29.06.2021;Бурятия;21
17.09.2021;Башкортостан;16
17.03.2022;Коми;5
15.03.2022;Бурятия;5
12.01.2021;Красноярский край;17
19.12.2021;Липецкая обл.;10
13.10.2021;Алтайский край;26
08.11.2021;Краснодарский край;46
15.11.2020;Ростовская обл.;14
29.01.2021;Красноярский край;24
22.07.2021;Волгоградская обл.;7
09.12.2020;Пермский край;15
30.11.2021;Тюменская обл.;10
04.11.2021;Приморский край;5
22.03.2022;Брянская обл.;9
27.11.2021;Владимирская обл.;14
16.10.2021;Вологодская обл.;10
19.08.2021;Хабаровский край;1
26.11.2021;Новгородская обл.;4
12.11.2020;Свердловская обл.;9
29.09.2021;Ульяновская обл.;9
28.09.2021;Ульяновская обл.;3
28.01.2022;Курская обл.;6
01.08.2021;Ставропольский край;7
06.04.2022;Московская обл.;12
29.08.2021;Хабаровский край;4
08.08.2021;Хабаровский край;3
19.11.2020;Воронежская обл.;19
18.11.2020;Воронежская обл.;12
20.12.2020;Челябинская обл.;4
28.10.2020;Ростовская обл.;17
26.12.2020;Челябинская обл.;9
01.11.2020;Ростовская обл.;11
27.11.2021;Калининградская обл.;4
07.11.2020;Ростовская обл.;18
19.10.2021;Калининградская обл.;4
26.10.2021;Коми;9
12.12.2020;Пермский край;16
18.03.2022;Рязанская обл.;9
16.11.2020;Ростовская обл.;13
15.08.2021;Хабаровский край;1
27.03.2022;Пензенская обл.;9
04.07.2021;Свердловская обл.;12
26.11.2021;Владимирская обл.;12
21.07.2021;Брянская обл.;7
02.10.2021;Саратовская обл.;34
07.02.2021;Свердловская обл.;11
26.07.2021;Волгоградская обл.;14
07.01.2022;Иркутская обл.;15
22.01.2022;Кемеровская обл.;6
29.11.2021;Владимирская обл.;26
29.07.2021;Ставропольский край;7
21.01.2022;Тверская обл.;2
31.08.2021;Хабаровский край;3
05.08.2021;Хабаровский край;2
10.06.2020;Санкт-Петербург;49
31.10.2020;Ростовская обл.;13
